id,year,title,entry,phylum,class,order,genus,match_method,confidence,rationale
52,2020,Under the Radar: Learning to Predict Robust Keypoints for Odometry Estimation and Metric Localisation in Radar,"Barnes, Dan, and Posner, Ingmar. 2020. Under the Radar: Learning to Predict Robust Keypoints for Odometry Estimation and Metric Localisation in Radar. Pages 9484-9490 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Measurement Front-End,Odometry Front-End,Frame-to-Frame Motion Estimation,Radar Odometry,codex_context_semantic,0.66,"Cited in radar odometry context. Strongest Handbook context: 9.2.3 Feature-based Odometry. Genus label: Radar Odometry (codex_context_genus, score=42)."
53,2019,Masking by Moving: Learning Distraction-Free Radar Odometry from Pose Information,"Barnes, Dan, Weston, Rob, and Posner, Ingmar. 2019. Masking by Moving: Learning Distraction-Free Radar Odometry from Pose Information. In: Conf. on Robot Learning (CoRL).",Sensor & Odometry Modalities,Radar SLAM,Radar System Families,Radar Odometry,codex_context_semantic,0.82,"Title is a radar odometry/SLAM system. Genus label: Radar Odometry (codex_context_genus, score=42)."
54,2020,The Oxford radar robotcar dataset: A radar extension to the Oxford robotcar dataset,"Barnes, Dan, Gadd, Matthew, Murcutt, Paul, Newman, Paul, and Posner, Ingmar. 2020. The Oxford radar robotcar dataset: A radar extension to the Oxford robotcar dataset. Pages 6433-6438 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).","Robustness, Evaluation & Operations",Evaluation,Datasets and Benchmarks,Radar SLAM Datasets,codex_context_semantic,0.96,"Cited in radar datasets context. Strongest Handbook context: 9.5 Radar Datasets. Genus label: Radar SLAM Datasets (codex_context_genus, score=22)."
55,2016,A Dataset for Visual Navigation with Neuromorphic Methods,"Barranco, Francisco, Fermuller, Cornelia, Aloimonos, Yiannis, and Delbruck, Tobi. 2016. A Dataset for Visual Navigation with Neuromorphic Methods. Front. Neurosci., 10, 49.","Robustness, Evaluation & Operations",Evaluation,Datasets and Benchmarks,Event SLAM Datasets,codex_context_semantic,0.9,"Cited in event datasets/simulators/benchmarks context. Strongest Handbook context: 10.7.2 Datasets and Benchmarks. Genus label: Event SLAM Datasets (codex_context_genus, score=22)."
56,2017,The Invariant Extended Kalman Filter as a Stable Observer,"Barrau, A., and Bonnabel, S. 2017. The Invariant Extended Kalman Filter as a Stable Observer. IEEE Trans. on Automatic Control, 62(4), 1797-1812.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Visual-Inertial Odometry (codex_context_genus, score=45)."
57,2019,A general and adaptive robust loss function,"Barron, Jonathan T. 2019. A general and adaptive robust loss function. Pages 4331-4339 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Back-End Optimization & Inference,Robust Back-End,Outlier-Robust Optimization,Max-Mixture Models,codex_context_semantic,0.66,"Cited in robustness chapter further-reading context. Strongest Handbook context: 3.4 Further Readings & Recent Trends  99. Genus label: Max-Mixture Models (codex_context_genus, score=38)."
58,2022,Mip-NeRF 360: Unbounded Anti-Aliased Neural Radiance Fields,"Barron, Jonathan T., Mildenhall, Ben, Verbin, Dor, Srinivasan, Pratul P., and Hedman, Peter. 2022. Mip-NeRF 360: Unbounded Anti-Aliased Neural Radiance Fields. IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Neural and Differentiable Maps,Neural Implicit Maps,NeRF Maps,codex_context_semantic,0.96,"Cited in NeRF/neural fields context. Strongest Handbook context: 14.2 Neural Radiance Fields (NeRF)  401. Genus label: NeRF Maps (codex_context_genus, score=35)."
59,2015,Shape-from-template,"Bartoli, Adrien, G - erard, Yan, Chadebecq, Fran - cois, Collins, Toby, and Pizarro, Daniel. 2015. Shape-from-template. IEEE Trans. Pattern Anal. Machine Intell., 37(10), 2099-2118.",Map Representations,Dynamic and Deformable Maps,Deformable SLAM Maps,Deformable Object Maps,codex_context_semantic,0.66,"Cited in deformable SLAM context. Strongest Handbook context: 15.4 Deformable SLAM       447. Genus label: Deformable Object Maps (codex_context_genus, score=6)."
60,,(title parse needed),"Bauernfeind, Carl Max v. 1856. Elemente der Vermessungskunde: ein Lehrbuch der praktischen Geometrie. Cotta.",Problem & System Context,Historical and Scope Framing,SLAM Eras,Spatial AI Era,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Spatial AI Era (codex_context_genus, score=6)."
61,2022,Situational Graphs for Robot Navigation in Structured Indoor Environments,"Bavle, Hriday, Sanchez-Lopez, Jose Luis, Shaheer, Muhammad, Civera, Javier, and Voos, Holger. 2022. Situational Graphs for Robot Navigation in Structured Indoor Environments. IEEE Robotics and Automation Letters, 7(4), 9107-9114.",Map Representations,Semantic and Structured Maps,Metric-Semantic Maps,Sparse Semantic Landmarks,codex_context_semantic,0.66,"Cited in metric-semantic SLAM further-reading context. Strongest Handbook context: 16.5 Further Readings & Recent Trends  487. Genus label: Sparse Semantic Landmarks (codex_context_genus, score=3)."
62,2006,Surf: Speeded up robust features,"Bay, Herbert, Tuytelaars, Tinne, and Van Gool, Luc. 2006. Surf: Speeded up robust features. Pages 404-417 of: European Conf. on Computer Vision (ECCV). Springer.",Sensor & Odometry Modalities,Visual SLAM,Visual System Families,Feature-Based Visual SLAM,codex_context_semantic,0.66,"Cited in visual SLAM history/terminology. Strongest Handbook context: 7.1.1 From Photogrammetry to Bundle Adjustment and Visual SLAM. Genus label: Feature-Based Visual SLAM (codex_context_genus, score=6)."
63,2008,Speeded-Up Robust Features (SURF),"Bay, Herbert, Ess, Andreas, Tuytelaars, Tinne, and Van Gool, Luc. 2008. Speeded-Up Robust Features (SURF). Computer Vision and Image Understanding (CVIU), 110(3), 346-359.",Measurement Front-End,Raw-to-Pseudo Measurement Processing,Feature Extraction,Keypoints and Descriptors,codex_context_semantic,0.66,"Cited in visual SLAM fundamentals / feature processing. Strongest Handbook context: 7.3 Visual SLAM Fundamentals  201. Genus label: Keypoints and Descriptors (codex_context_genus, score=83)."
64,2014,Globally optimal inlier set maximization with unknown rotation and focal length,"Bazin, J.C., Seo, Y., Hartley, R.I., and Pollefeys, M. 2014. Globally optimal inlier set maximization with unknown rotation and focal length. Pages 803-817 of: European Conf. on Computer Vision (ECCV).",Back-End Optimization & Inference,Robust Back-End,Outlier-Robust Optimization,Pairwise Consistency,codex_context_semantic,0.66,"Cited in robustness chapter further-reading context. Strongest Handbook context: 3.4 Further Readings & Recent Trends. Genus label: Pairwise Consistency (codex_context_genus, score=58)."
65,2010,Factoring the mapping problem: Mobile robot map-building in the hybrid spatial semantic hierarchy,"Beeson, Patrick, Modayil, Joseph, and Kuipers, Benjamin. 2010. Factoring the mapping problem: Mobile robot map-building in the hybrid spatial semantic hierarchy. Intl. J. of Robotics Research, 29(4), 428-459.",Problem & System Context,Historical and Scope Framing,SLAM Eras,Spatial AI Era,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Spatial AI Era (codex_context_genus, score=9)."
66,2018,Efficient Surfel-Based SLAM using 3D Laser Range Data in Urban Environments,"Behley, J., and Stachniss, C. 2018. Efficient Surfel-Based SLAM using 3D Laser Range Data in Urban Environments. In: Robotics: Science and Systems (RSS).",Map Representations,Dense Geometric Maps,Range-Derived Maps,Point Cloud Maps,codex_context_semantic,0.74,"Cited in map representation context. Strongest Handbook context: 5.3.2 Types of Spatial Abstractions. Genus label: Point Cloud Maps (codex_context_genus, score=42)."
67,2012,Performance of Histogram Descriptors for the Classification of 3D Laser Range Data in Urban Environments,"Behley, J., Steinhage, V., and Cremers, A. B. 2012. Performance of Histogram Descriptors for the Classification of 3D Laser Range Data in Urban Environments. In: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Measurement Front-End,Odometry Front-End,Frame-to-Frame Motion Estimation,LiDAR Odometry,codex_context_semantic,0.66,"Cited in LiDAR odometry context. Strongest Handbook context: 8.2 LiDAR Odometry  233. Genus label: LiDAR Odometry (codex_context_genus, score=42)."
68,2019,SemanticKITTI: A Dataset for Semantic Scene Understanding of LiDAR Sequences,"Behley, J., Garbade, M., Milioto, A., Quenzel, J., Behnke, S., Stachniss, C., and Gall, J. 2019. SemanticKITTI: A Dataset for Semantic Scene Understanding of LiDAR Sequences. In: Intl. Conf. on Computer Vision (ICCV).","Robustness, Evaluation & Operations",Evaluation,Datasets and Benchmarks,LiDAR SLAM Datasets,codex_context_semantic,0.82,"Title is primarily a dataset/benchmark contribution. Genus label: LiDAR SLAM Datasets (codex_context_genus, score=22)."
69,2021,A Benchmark for LiDARbased Panoptic Segmentation based on KITTI,"Behley, J., Milioto, A., and Stachniss, C. 2021. A Benchmark for LiDARbased Panoptic Segmentation based on KITTI. In: IEEE Intl. Conf. on Robotics and Automation (ICRA).","Robustness, Evaluation & Operations",Evaluation,Datasets and Benchmarks,LiDAR SLAM Datasets,codex_context_semantic,0.82,"Title is primarily a dataset/benchmark contribution. Genus label: LiDAR SLAM Datasets (codex_context_genus, score=22)."
70,2015,Efficient Radius Neighbor Search in Three-dimensional Point Clouds,"Behley, Jens, Steinhage, Volker, and Cremers, Armin B. 2015. Efficient Radius Neighbor Search in Three-dimensional Point Clouds. In: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Problem & System Context,Historical and Scope Framing,SLAM Eras,Spatial AI Era,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Spatial AI Era (codex_context_genus, score=6)."
71,2024,A Brief History of Intelligence,"Bennett, M. S. 2024. A Brief History of Intelligence. Harper Collins.","Learning, Semantics & Spatial AI",Computational Structure,Spatial AI Graphs,Scene-Graph Computation,codex_context_semantic,0.66,"Cited in SLAM to Spatial AI computational structure. Strongest Handbook context: 18.1 From SLAM to Spatial AI  523. Genus label: Scene-Graph Computation (codex_context_genus, score=3)."
72,1975,Multidimensional Binary Search Trees Used for Associative Searching,"Bentley, J.L. 1975. Multidimensional Binary Search Trees Used for Associative Searching. Communications of the ACM, 18(9), 509-517.",Problem & System Context,Historical and Scope Framing,SLAM Eras,Spatial AI Era,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Spatial AI Era (codex_context_genus, score=9)."
73,2022,Using Language to Generate State Abstractions for Long-Range Planning in Outdoor Environments,"Berg, Matthew, Konidaris, George, and Tellex, Stefanie. 2022. Using Language to Generate State Abstractions for Long-Range Planning in Outdoor Environments. Pages 1888-1895 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Map Representations,Semantic and Structured Maps,Metric-Semantic Maps,Sparse Semantic Landmarks,codex_context_semantic,0.66,"Cited in metric-semantic SLAM further-reading context. Strongest Handbook context: 16.5 Further Readings & Recent Trends. Genus label: Sparse Semantic Landmarks (codex_context_genus, score=3)."
74,2019,Multiple Hypothesis Semantic Mapping for Robust Data Association,"Bernreiter, Lukas, Gawel, Abel, Sommer, Hannes, Nieto, Juan, Siegwart, Roland, and Lerma, Cesar Cadena. 2019. Multiple Hypothesis Semantic Mapping for Robust Data Association. IEEE Robotics and Automation Letters, 4(4), 3255-3262.",Map Representations,Semantic and Structured Maps,Metric-Semantic Maps,Sparse Semantic Landmarks,codex_context_semantic,0.9,"Cited in sparse metric-semantic representation context. Strongest Handbook context: 16.2 Sparse Metric-Semantic Representations  469. Genus label: Sparse Semantic Landmarks (codex_context_genus, score=6)."
75,2017,Removing dynamic objects from 3d maps using geometry and learning,"Besc - os, Berta, Civera, Javier, and Neira, Jos - e. 2017. Removing dynamic objects from 3d maps using geometry and learning. In: IEEE Conf. on Intelligent Robots and Systems (IROS) workshop of learning for localization and mapping.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.66,"Cited in short-term dynamic SLAM context. Strongest Handbook context: 15.2 Short-term Dynamics and Dynamic SLAM. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=44)."
76,2021,DynaSLAM II: Tightly-Coupled Multi-Object Tracking and SLAM,"Bescos, Berta, Campos, Carlos, Tardo - s, Juan D., and Neira, Jos - e. 2021. DynaSLAM II: Tightly-Coupled Multi-Object Tracking and SLAM. IEEE Robotics and Automation Letters, 6(3), 5191-5198.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.9,"Cited in short-term dynamic SLAM context. Strongest Handbook context: 15.2 Short-term Dynamics and Dynamic SLAM. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=60)."
77,2021,Empty Cities: A Dynamic-Object-Invariant Space for Visual SLAM,"Besco - s, Berta, Cadena, C - esar, and Neira, Jos - e. 2021. Empty Cities: A Dynamic-Object-Invariant Space for Visual SLAM. IEEE Trans. Robotics, 37(2), 433-451.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.66,"Cited in short-term dynamic SLAM context. Strongest Handbook context: 15.2 Short-term Dynamics and Dynamic SLAM. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=44)."
78,1992,Method for registration of 3-D shapes,"Besl, Paul J, and McKay, Neil D. 1992a. Method for registration of 3-D shapes. Pages 586-606 of: Sensor fusion IV: control paradigms and data structures, vol. 1611. Spie.",Sensor & Odometry Modalities,Visual SLAM,Camera Models and Pipelines,RGB-D SLAM,codex_context_semantic,0.66,"Cited in depth-camera/RGB-D SLAM context. Strongest Handbook context: 7.7 SLAM with Depth-sensing Cameras. Genus label: RGB-D SLAM (codex_context_genus, score=39)."
